gene	isoname	is_basic
TXNRD2	TXNRD2-201	1
TXNRD2	TXNRD2-210	0
COMT	COMT-203	1
COMT	COMT-202	1
COMT	COMT-204	1
COMT	COMT-206	1
COMT	COMT-207	0
COMT	COMT-205	1
COMT	COMT-209	1
COMT	COMT-208	0
ARVCF	ARVCF-201	1
ARVCF	ARVCF-202	1
ARVCF	ARVCF-204	1
ARVCF	ARVCF-203	1
TANGO2	TANGO2-205	1
TANGO2	TANGO2-209	0
TANGO2	TANGO2-212	1
TANGO2	TANGO2-217	1
TANGO2	TANGO2-210	1
TANGO2	TANGO2-214	1
TANGO2	TANGO2-207	1
TANGO2	TANGO2-202	1
TANGO2	TANGO2-216	0
TANGO2	TANGO2-201	1
TANGO2	TANGO2-204	1
TANGO2	TANGO2-211	0
DGCR8	DGCR8-202	1
DGCR8	DGCR8-201	1
DGCR8	DGCR8-204	0
DGCR8	DGCR8-203	1
TRMT2A	TRMT2A-201	1
TRMT2A	TRMT2A-202	1
TRMT2A	TRMT2A-206	0
TRMT2A	TRMT2A-203	1
TRMT2A	TRMT2A-204	1
TRMT2A	TRMT2A-205	0
TRMT2A	TRMT2A-207	0
RANBP1	RANBP1-209	0
RANBP1	RANBP1-208	1
RANBP1	RANBP1-202	1
RANBP1	RANBP1-201	1
RANBP1	RANBP1-203	0
RANBP1	RANBP1-204	0
RANBP1	RANBP1-206	0
RANBP1	RANBP1-207	0
RANBP1	RANBP1-205	0
ZDHHC8	ZDHHC8-204	0
ZDHHC8	ZDHHC8-202	1
ZDHHC8	ZDHHC8-201	1
ZDHHC8	ZDHHC8-203	1
CCDC188	CCDC188-201	1
RTN4R	RTN4R-202	0
RTN4R	RTN4R-201	1
RTN4R	RTN4R-203	0
DGCR6L	DGCR6L-201	1
DGCR6L	DGCR6L-202	1
USP41	USP41-201	0
USP41	USP41-202	1
ZNF74	ZNF74-209	1
ZNF74	ZNF74-203	1
ZNF74	ZNF74-202	1
ZNF74	ZNF74-201	1
ZNF74	ZNF74-205	0
ZNF74	ZNF74-204	1
SCARF2	SCARF2-202	1
SCARF2	SCARF2-203	1
KLHL22	KLHL22-201	1
KLHL22	KLHL22-206	0
KLHL22	KLHL22-205	0
KLHL22	KLHL22-207	0
KLHL22	KLHL22-204	0
KLHL22	KLHL22-203	0
KLHL22	KLHL22-202	0
MED15	MED15-217	0
MED15	MED15-205	0
MED15	MED15-210	0
MED15	MED15-202	1
MED15	MED15-201	1
MED15	MED15-204	1
MED15	MED15-203	1
MED15	MED15-213	0
MED15	MED15-216	0
MED15	MED15-218	0
MED15	MED15-219	0
MED15	MED15-209	0
MED15	MED15-208	0
MED15	MED15-207	0
PI4KA	PI4KA-201	1
PI4KA	PI4KA-202	0
PI4KA	PI4KA-203	0
SERPIND1	SERPIND1-201	1
SERPIND1	SERPIND1-202	1
SNAP29	SNAP29-201	1
SNAP29	SNAP29-202	0
CRKL	CRKL-201	1
AIFM3	AIFM3-202	1
AIFM3	AIFM3-201	1
AIFM3	AIFM3-208	0
AIFM3	AIFM3-206	0
AIFM3	AIFM3-203	1
AIFM3	AIFM3-207	1
LZTR1	LZTR1-221	1
LZTR1	LZTR1-220	0
LZTR1	LZTR1-219	0
THAP7	THAP7-201	1
THAP7	THAP7-202	1
P2RX6	P2RX6-202	1
P2RX6	P2RX6-201	1
SLC7A4	SLC7A4-202	1
SLC7A4	SLC7A4-201	1
SLC7A4	SLC7A4-203	0
LRRC74B	LRRC74B-201	1
GGT2	GGT2-202	1
GGT2	GGT2-201	1
AP000552.4	AP000552.4-201	1
RIMBP3B	RIMBP3B-201	1
HIC2	HIC2-201	1
HIC2	HIC2-202	1
HIC2	HIC2-203	1
TMEM191C	TMEM191C-213	1
TMEM191C	TMEM191C-214	1
TMEM191C	TMEM191C-206	1
TMEM191C	TMEM191C-212	1
RIMBP3C	RIMBP3C-201	1
RIMBP3C	RIMBP3C-202	1
UBE2L3	UBE2L3-202	1
UBE2L3	UBE2L3-204	1
UBE2L3	UBE2L3-201	1
YDJC	YDJC-201	1
YDJC	YDJC-202	1
CCDC116	CCDC116-203	1
CCDC116	CCDC116-202	0
CCDC116	CCDC116-201	1
SDF2L1	SDF2L1-201	1
PPIL2	PPIL2-201	1
PPIL2	PPIL2-202	1
PPIL2	PPIL2-212	1
PPIL2	PPIL2-206	0
PPIL2	PPIL2-203	1
YPEL1	YPEL1-201	1
YPEL1	YPEL1-204	1
YPEL1	YPEL1-202	1
MAPK1	MAPK1-201	1
MAPK1	MAPK1-202	1
MAPK1	MAPK1-204	1
PPM1F	PPM1F-201	1
PPM1F	PPM1F-203	1
PPM1F	PPM1F-202	1
PPM1F	PPM1F-205	0
PPM1F	PPM1F-204	0
TOP3B	TOP3B-201	1
TOP3B	TOP3B-214	0
TOP3B	TOP3B-202	1
TOP3B	TOP3B-203	0
TOP3B	TOP3B-208	0
TOP3B	TOP3B-204	0
TOP3B	TOP3B-212	0
TOP3B	TOP3B-211	0
TOP3B	TOP3B-209	0
TOP3B	TOP3B-207	0
TOP3B	TOP3B-205	0
VPREB1	VPREB1-201	1
VPREB1	VPREB1-202	1
ZNF280B	ZNF280B-203	1
ZNF280B	ZNF280B-201	1
ZNF280A	ZNF280A-201	1
PRAME	PRAME-205	1
PRAME	PRAME-202	1
PRAME	PRAME-201	1
PRAME	PRAME-214	1
PRAME	PRAME-203	1
PRAME	PRAME-209	0
PRAME	PRAME-208	0
PRAME	PRAME-207	0
PRAME	PRAME-206	1
PRAME	PRAME-204	0
GGTLC2	GGTLC2-205	1
GGTLC2	GGTLC2-207	0
GGTLC2	GGTLC2-203	1
GGTLC2	GGTLC2-202	1
GGTLC2	GGTLC2-208	0
GGTLC2	GGTLC2-206	0
GGTLC2	GGTLC2-204	1
GGTLC2	GGTLC2-201	1
IGLL5	IGLL5-203	1
IGLL5	IGLL5-201	1
IGLL5	IGLL5-202	1
RSPH14	RSPH14-201	1
RSPH14	RSPH14-203	0
RSPH14	RSPH14-204	0
RSPH14	RSPH14-205	0
RSPH14	RSPH14-202	1
GNAZ	GNAZ-203	1
RAB36	RAB36-201	1
RAB36	RAB36-202	1
RAB36	RAB36-203	0
BCR	BCR-202	1
BCR	BCR-201	1
BCR	BCR-204	0
IGLL1	IGLL1-201	1
IGLL1	IGLL1-202	1
IGLL1	IGLL1-203	0
DRICH1	DRICH1-201	1
DRICH1	DRICH1-202	1
RGL4	RGL4-202	1
RGL4	RGL4-209	1
RGL4	RGL4-210	1
RGL4	RGL4-201	1
RGL4	RGL4-203	0
RGL4	RGL4-205	0
ZNF70	ZNF70-201	1
VPREB3	VPREB3-202	1
VPREB3	VPREB3-201	1
C22orf15	C22orf15-203	1
C22orf15	C22orf15-201	1
C22orf15	C22orf15-202	1
CHCHD10	CHCHD10-204	1
CHCHD10	CHCHD10-201	1
CHCHD10	CHCHD10-202	1
MMP11	MMP11-201	1
SMARCB1	SMARCB1-204	1
SMARCB1	SMARCB1-202	1
SMARCB1	SMARCB1-213	1
SMARCB1	SMARCB1-201	1
SMARCB1	SMARCB1-203	0
SMARCB1	SMARCB1-205	0
SMARCB1	SMARCB1-208	0
SMARCB1	SMARCB1-209	0
DERL3	DERL3-204	1
DERL3	DERL3-203	1
DERL3	DERL3-202	1
DERL3	DERL3-208	1
SLC2A11	SLC2A11-203	1
SLC2A11	SLC2A11-205	1
SLC2A11	SLC2A11-204	1
SLC2A11	SLC2A11-208	1
SLC2A11	SLC2A11-223	1
SLC2A11	SLC2A11-202	1
AP000350.4	AP000350.4-201	1
MIF	MIF-201	1
GSTT2B	GSTT2B-201	1
GSTT2B	GSTT2B-202	1
DDTL	DDTL-201	1
DDT	DDT-202	1
DDT	DDT-201	1
DDT	DDT-204	0
DDT	DDT-203	1
DDT	DDT-205	1
AC253536.7	AC253536.7-201	1
GSTT2	GSTT2-202	1
GSTT4	GSTT4-204	1
CABIN1	CABIN1-206	0
CABIN1	CABIN1-201	1
CABIN1	CABIN1-214	1
CABIN1	CABIN1-204	1
CABIN1	CABIN1-205	0
CABIN1	CABIN1-203	1
CABIN1	CABIN1-202	1
SUSD2	SUSD2-201	1
GGT5	GGT5-201	1
GGT5	GGT5-205	0
GGT5	GGT5-203	1
GGT5	GGT5-202	1
GGT5	GGT5-204	0
SPECC1L	SPECC1L-204	1
SPECC1L	SPECC1L-203	0
SPECC1L	SPECC1L-201	1
SPECC1L	SPECC1L-208	1
SPECC1L	SPECC1L-207	1
SPECC1L	SPECC1L-205	0
ADORA2A	ADORA2A-202	0
ADORA2A	ADORA2A-214	1
ADORA2A	ADORA2A-209	0
ADORA2A	ADORA2A-206	0
ADORA2A	ADORA2A-205	0
ADORA2A	ADORA2A-211	0
ADORA2A	ADORA2A-201	1
ADORA2A	ADORA2A-208	0
ADORA2A	ADORA2A-213	1
ADORA2A	ADORA2A-215	1
ADORA2A	ADORA2A-203	0
ADORA2A	ADORA2A-204	0
UPB1	UPB1-202	1
UPB1	UPB1-201	1
GUCD1	GUCD1-213	1
GUCD1	GUCD1-204	1
GUCD1	GUCD1-206	1
GUCD1	GUCD1-203	1
GUCD1	GUCD1-207	1
GUCD1	GUCD1-202	1
GUCD1	GUCD1-205	0
SNRPD3	SNRPD3-201	1
SNRPD3	SNRPD3-202	1
LRRC75B	LRRC75B-201	1
GGT1	GGT1-222	0
GGT1	GGT1-208	0
GGT1	GGT1-209	0
GGT1	GGT1-217	0
GGT1	GGT1-202	1
GGT1	GGT1-211	0
GGT1	GGT1-216	0
GGT1	GGT1-220	0
GGT1	GGT1-210	0
GGT1	GGT1-201	1
GGT1	GGT1-221	0
GGT1	GGT1-214	0
GGT1	GGT1-218	0
GGT1	GGT1-215	0
GGT1	GGT1-219	0
GGT1	GGT1-213	0
GGT1	GGT1-203	1
GGT1	GGT1-206	1
GGT1	GGT1-204	1
GGT1	GGT1-205	1
GGT1	GGT1-207	1
PIWIL3	PIWIL3-205	1
PIWIL3	PIWIL3-201	1
PIWIL3	PIWIL3-204	1
PIWIL3	PIWIL3-202	1
SGSM1	SGSM1-206	1
SGSM1	SGSM1-201	1
SGSM1	SGSM1-202	1
TMEM211	TMEM211-203	1
TMEM211	TMEM211-201	1
TMEM211	TMEM211-202	1
KIAA1671	KIAA1671-203	1
KIAA1671	KIAA1671-201	1
KIAA1671	KIAA1671-202	1
KIAA1671	KIAA1671-206	1
CRYBB3	CRYBB3-201	1
CRYBB3	CRYBB3-202	1
CRYBB2	CRYBB2-202	1
CRYBB2	CRYBB2-201	1
LRP5L	LRP5L-208	1
LRP5L	LRP5L-202	1
GRK3	GRK3-201	1
GRK3	GRK3-203	1
MYO18B	MYO18B-205	1
MYO18B	MYO18B-201	1
MYO18B	MYO18B-202	1
MYO18B	MYO18B-210	0
SEZ6L	SEZ6L-201	1
SEZ6L	SEZ6L-206	1
SEZ6L	SEZ6L-209	1
SEZ6L	SEZ6L-203	1
SEZ6L	SEZ6L-210	1
SEZ6L	SEZ6L-202	1
SEZ6L	SEZ6L-205	1
SEZ6L	SEZ6L-204	1
ASPHD2	ASPHD2-201	1
HPS4	HPS4-202	1
HPS4	HPS4-203	1
HPS4	HPS4-201	1
HPS4	HPS4-204	0
SRRD	SRRD-201	1
TFIP11	TFIP11-217	1
TFIP11	TFIP11-204	1
TFIP11	TFIP11-203	1
TFIP11	TFIP11-202	1
TFIP11	TFIP11-201	1
TFIP11	TFIP11-208	0
TFIP11	TFIP11-209	0
TFIP11	TFIP11-205	0
TFIP11	TFIP11-206	0
TFIP11	TFIP11-207	0
TPST2	TPST2-201	1
TPST2	TPST2-202	1
TPST2	TPST2-203	1
TPST2	TPST2-206	0
TPST2	TPST2-205	0
TPST2	TPST2-209	0
TPST2	TPST2-204	0
TPST2	TPST2-208	0
TPST2	TPST2-207	0
CRYBB1	CRYBB1-202	1
CRYBA4	CRYBA4-201	1
MN1	MN1-201	1
PITPNB	PITPNB-202	1
PITPNB	PITPNB-201	1
PITPNB	PITPNB-205	1
PITPNB	PITPNB-211	1
PITPNB	PITPNB-203	0
PITPNB	PITPNB-204	0
TTC28	TTC28-208	1
TTC28	TTC28-201	1
TTC28	TTC28-202	0
TTC28	TTC28-203	0
CHEK2	CHEK2-214	0
CHEK2	CHEK2-220	0
CHEK2	CHEK2-207	1
CHEK2	CHEK2-201	1
CHEK2	CHEK2-225	1
CHEK2	CHEK2-208	1
CHEK2	CHEK2-203	1
CHEK2	CHEK2-227	1
CHEK2	CHEK2-206	1
CHEK2	CHEK2-205	1
CHEK2	CHEK2-217	0
CHEK2	CHEK2-221	0
CHEK2	CHEK2-211	0
CHEK2	CHEK2-215	0
CHEK2	CHEK2-202	1
CHEK2	CHEK2-226	0
CHEK2	CHEK2-204	0
HSCB	HSCB-201	1
HSCB	HSCB-202	1
CCDC117	CCDC117-205	1
CCDC117	CCDC117-202	1
CCDC117	CCDC117-201	1
CCDC117	CCDC117-204	0
CCDC117	CCDC117-203	0
XBP1	XBP1-201	1
XBP1	XBP1-203	1
XBP1	XBP1-207	1
XBP1	XBP1-204	1
XBP1	XBP1-202	1
ZNRF3	ZNRF3-203	1
ZNRF3	ZNRF3-201	1
ZNRF3	ZNRF3-202	1
C22orf31	C22orf31-201	1
KREMEN1	KREMEN1-202	1
KREMEN1	KREMEN1-201	1
KREMEN1	KREMEN1-203	1
EMID1	EMID1-201	1
EMID1	EMID1-204	0
EMID1	EMID1-202	1
EMID1	EMID1-203	1
EMID1	EMID1-205	0
EMID1	EMID1-206	0
RHBDD3	RHBDD3-201	1
RHBDD3	RHBDD3-204	0
RHBDD3	RHBDD3-202	0
EWSR1	EWSR1-212	0
EWSR1	EWSR1-203	1
EWSR1	EWSR1-222	1
EWSR1	EWSR1-210	0
EWSR1	EWSR1-213	0
EWSR1	EWSR1-206	1
EWSR1	EWSR1-207	1
EWSR1	EWSR1-211	0
EWSR1	EWSR1-209	0
EWSR1	EWSR1-201	1
EWSR1	EWSR1-208	1
EWSR1	EWSR1-204	1
EWSR1	EWSR1-214	0
EWSR1	EWSR1-202	1
EWSR1	EWSR1-205	0
GAS2L1	GAS2L1-208	1
GAS2L1	GAS2L1-202	0
GAS2L1	GAS2L1-203	0
GAS2L1	GAS2L1-201	1
GAS2L1	GAS2L1-206	1
GAS2L1	GAS2L1-210	1
GAS2L1	GAS2L1-209	1
GAS2L1	GAS2L1-207	1
RASL10A	RASL10A-202	1
RASL10A	RASL10A-201	1
AP1B1	AP1B1-208	1
AP1B1	AP1B1-202	1
AP1B1	AP1B1-204	1
AP1B1	AP1B1-201	1
AP1B1	AP1B1-203	1
AP1B1	AP1B1-205	1
AP1B1	AP1B1-207	0
AP1B1	AP1B1-206	0
RFPL1	RFPL1-201	1
NEFH	NEFH-201	1
THOC5	THOC5-216	1
THOC5	THOC5-202	1
THOC5	THOC5-203	1
THOC5	THOC5-204	1
THOC5	THOC5-210	0
THOC5	THOC5-208	0
THOC5	THOC5-211	0
THOC5	THOC5-207	0
THOC5	THOC5-206	0
NIPSNAP1	NIPSNAP1-201	1
NIPSNAP1	NIPSNAP1-203	0
NIPSNAP1	NIPSNAP1-202	0
NF2	NF2-210	1
NF2	NF2-208	1
NF2	NF2-205	1
NF2	NF2-209	1
NF2	NF2-202	1
NF2	NF2-214	1
NF2	NF2-201	1
NF2	NF2-203	1
NF2	NF2-206	1
NF2	NF2-207	1
NF2	NF2-204	0
CABP7	CABP7-201	1
ZMAT5	ZMAT5-201	1
UQCR10	UQCR10-201	1
UQCR10	UQCR10-202	1
ASCC2	ASCC2-223	1
ASCC2	ASCC2-201	1
ASCC2	ASCC2-202	1
ASCC2	ASCC2-203	0
ASCC2	ASCC2-205	0
MTMR3	MTMR3-202	1
MTMR3	MTMR3-204	1
MTMR3	MTMR3-207	0
MTMR3	MTMR3-201	1
MTMR3	MTMR3-203	1
MTMR3	MTMR3-205	1
HORMAD2	HORMAD2-201	1
HORMAD2	HORMAD2-202	1
LIF	LIF-201	1
LIF	LIF-202	1
OSM	OSM-201	1
OSM	OSM-202	1
OSM	OSM-203	1
CASTOR1	CASTOR1-202	1
CASTOR1	CASTOR1-201	1
AC004997.1	AC004997.1-203	1
TBC1D10A	TBC1D10A-201	1
TBC1D10A	TBC1D10A-204	1
TBC1D10A	TBC1D10A-203	1
TBC1D10A	TBC1D10A-202	0
SF3A1	SF3A1-201	1
SF3A1	SF3A1-203	0
CCDC157	CCDC157-202	1
CCDC157	CCDC157-203	1
CCDC157	CCDC157-201	1
CCDC157	CCDC157-205	0
CCDC157	CCDC157-204	0
RNF215	RNF215-208	1
RNF215	RNF215-204	0
RNF215	RNF215-203	1
RNF215	RNF215-201	0
RNF215	RNF215-205	0
SEC14L2	SEC14L2-205	0
SEC14L2	SEC14L2-215	1
SEC14L2	SEC14L2-214	1
SEC14L2	SEC14L2-202	1
SEC14L2	SEC14L2-201	1
SEC14L2	SEC14L2-206	0
SEC14L2	SEC14L2-203	0
AC004832.3	AC004832.3-202	1
AC004832.3	AC004832.3-203	0
MTFP1	MTFP1-206	1
MTFP1	MTFP1-201	1
MTFP1	MTFP1-202	1
MTFP1	MTFP1-203	1
SEC14L3	SEC14L3-204	1
SEC14L3	SEC14L3-201	1
SEC14L3	SEC14L3-207	1
SEC14L3	SEC14L3-203	1
SEC14L3	SEC14L3-202	1
SEC14L3	SEC14L3-206	0
SEC14L4	SEC14L4-201	1
SEC14L4	SEC14L4-204	1
SEC14L6	SEC14L6-201	1
SEC14L6	SEC14L6-202	0
GAL3ST1	GAL3ST1-206	1
GAL3ST1	GAL3ST1-203	1
GAL3ST1	GAL3ST1-204	1
GAL3ST1	GAL3ST1-205	1
GAL3ST1	GAL3ST1-201	1
GAL3ST1	GAL3ST1-202	1
GAL3ST1	GAL3ST1-216	0
GAL3ST1	GAL3ST1-214	0
GAL3ST1	GAL3ST1-221	0
GAL3ST1	GAL3ST1-215	0
GAL3ST1	GAL3ST1-208	0
GAL3ST1	GAL3ST1-212	0
GAL3ST1	GAL3ST1-209	0
GAL3ST1	GAL3ST1-217	0
GAL3ST1	GAL3ST1-210	0
GAL3ST1	GAL3ST1-213	0
GAL3ST1	GAL3ST1-222	0
GAL3ST1	GAL3ST1-211	0
GAL3ST1	GAL3ST1-219	0
GAL3ST1	GAL3ST1-207	0
GAL3ST1	GAL3ST1-218	0
GAL3ST1	GAL3ST1-220	0
PES1	PES1-202	1
PES1	PES1-203	1
PES1	PES1-208	0
PES1	PES1-205	1
PES1	PES1-204	1
PES1	PES1-201	1
PES1	PES1-206	0
TCN2	TCN2-205	1
TCN2	TCN2-202	1
TCN2	TCN2-201	1
TCN2	TCN2-203	1
SLC35E4	SLC35E4-201	1
SLC35E4	SLC35E4-202	1
SLC35E4	SLC35E4-203	0
DUSP18	DUSP18-205	1
DUSP18	DUSP18-206	1
DUSP18	DUSP18-204	1
DUSP18	DUSP18-201	1
DUSP18	DUSP18-202	0
DUSP18	DUSP18-209	0
OSBP2	OSBP2-209	1
OSBP2	OSBP2-204	1
OSBP2	OSBP2-203	1
OSBP2	OSBP2-201	1
OSBP2	OSBP2-211	1
OSBP2	OSBP2-210	0
OSBP2	OSBP2-202	1
OSBP2	OSBP2-205	0
OSBP2	OSBP2-208	1
OSBP2	OSBP2-214	0
OSBP2	OSBP2-213	0
OSBP2	OSBP2-206	0
OSBP2	OSBP2-219	1
OSBP2	OSBP2-212	0
OSBP2	OSBP2-207	0
MORC2	MORC2-202	1
MORC2	MORC2-204	0
MORC2	MORC2-201	1
TUG1	TUG1-217	1
SMTN	SMTN-209	0
SMTN	SMTN-206	0
SMTN	SMTN-207	0
SMTN	SMTN-217	0
SMTN	SMTN-211	0
SMTN	SMTN-203	1
SMTN	SMTN-202	1
SMTN	SMTN-201	1
SMTN	SMTN-210	0
SMTN	SMTN-223	1
SMTN	SMTN-222	1
SMTN	SMTN-205	0
SMTN	SMTN-208	0
SMTN	SMTN-212	0
SMTN	SMTN-204	1
SMTN	SMTN-224	0
SELENOM	SELENOM-202	1
SELENOM	SELENOM-201	1
SELENOM	SELENOM-210	1
INPP5J	INPP5J-213	1
INPP5J	INPP5J-208	1
INPP5J	INPP5J-209	0
INPP5J	INPP5J-201	1
INPP5J	INPP5J-210	0
INPP5J	INPP5J-202	1
INPP5J	INPP5J-207	1
INPP5J	INPP5J-205	1
INPP5J	INPP5J-204	1
INPP5J	INPP5J-206	1
INPP5J	INPP5J-203	1
PLA2G3	PLA2G3-201	1
RNF185	RNF185-202	1
RNF185	RNF185-203	1
RNF185	RNF185-201	1
LIMK2	LIMK2-204	1
LIMK2	LIMK2-201	1
LIMK2	LIMK2-205	0
LIMK2	LIMK2-202	1
LIMK2	LIMK2-203	1
PIK3IP1	PIK3IP1-201	1
PIK3IP1	PIK3IP1-203	1
PIK3IP1	PIK3IP1-202	1
PIK3IP1	PIK3IP1-204	0
PATZ1	PATZ1-202	1
PATZ1	PATZ1-204	1
PATZ1	PATZ1-203	1
PATZ1	PATZ1-201	1
DRG1	DRG1-201	1
DRG1	DRG1-207	1
EIF4ENIF1	EIF4ENIF1-202	1
EIF4ENIF1	EIF4ENIF1-206	1
EIF4ENIF1	EIF4ENIF1-201	1
EIF4ENIF1	EIF4ENIF1-205	1
EIF4ENIF1	EIF4ENIF1-207	0
EIF4ENIF1	EIF4ENIF1-208	0
EIF4ENIF1	EIF4ENIF1-203	0
EIF4ENIF1	EIF4ENIF1-204	0
SFI1	SFI1-229	1
SFI1	SFI1-208	1
SFI1	SFI1-209	1
SFI1	SFI1-203	1
SFI1	SFI1-204	1
SFI1	SFI1-210	0
SFI1	SFI1-211	0
SFI1	SFI1-206	0
SFI1	SFI1-207	0
PISD	PISD-202	1
PISD	PISD-201	1
PISD	PISD-203	1
PISD	PISD-207	0
PISD	PISD-209	1
PISD	PISD-204	0
PISD	PISD-210	0
PISD	PISD-206	0
PISD	PISD-205	0
PRR14L	PRR14L-202	0
PRR14L	PRR14L-201	1
PRR14L	PRR14L-203	0
DEPDC5	DEPDC5-221	1
DEPDC5	DEPDC5-247	0
DEPDC5	DEPDC5-230	1
DEPDC5	DEPDC5-248	1
DEPDC5	DEPDC5-239	1
DEPDC5	DEPDC5-245	1
DEPDC5	DEPDC5-208	1
DEPDC5	DEPDC5-207	1
DEPDC5	DEPDC5-257	1
DEPDC5	DEPDC5-202	1
DEPDC5	DEPDC5-263	1
DEPDC5	DEPDC5-205	1
DEPDC5	DEPDC5-210	0
DEPDC5	DEPDC5-259	1
DEPDC5	DEPDC5-226	1
DEPDC5	DEPDC5-262	0
DEPDC5	DEPDC5-203	1
DEPDC5	DEPDC5-264	1
DEPDC5	DEPDC5-241	1
DEPDC5	DEPDC5-246	0
DEPDC5	DEPDC5-255	1
DEPDC5	DEPDC5-206	1
DEPDC5	DEPDC5-201	1
DEPDC5	DEPDC5-242	1
DEPDC5	DEPDC5-211	0
DEPDC5	DEPDC5-216	0
DEPDC5	DEPDC5-220	0
Z82190.2	Z82190.2-201	1
YWHAH	YWHAH-202	1
YWHAH	YWHAH-201	1
YWHAH	YWHAH-203	0
SLC5A1	SLC5A1-201	1
SLC5A1	SLC5A1-204	1
C22orf42	C22orf42-201	1
RFPL2	RFPL2-201	1
RFPL2	RFPL2-202	1
RFPL2	RFPL2-206	1
SLC5A4	SLC5A4-201	1
RFPL3	RFPL3-202	1
RFPL3	RFPL3-201	1
RTCB	RTCB-201	1
BPIFC	BPIFC-201	1
BPIFC	BPIFC-204	1
BPIFC	BPIFC-203	1
BPIFC	BPIFC-202	1
FBXO7	FBXO7-201	1
FBXO7	FBXO7-206	1
FBXO7	FBXO7-202	1
FBXO7	FBXO7-205	0
SYN3	SYN3-202	1
SYN3	SYN3-201	1
SYN3	SYN3-213	1
SYN3	SYN3-204	0
SYN3	SYN3-203	0
TIMP3	TIMP3-201	1
LARGE1	LARGE1-212	1
LARGE1	LARGE1-213	1
LARGE1	LARGE1-214	1
LARGE1	LARGE1-219	1
LARGE1	LARGE1-222	1
LARGE1	LARGE1-229	1
LARGE1	LARGE1-217	1
LARGE1	LARGE1-230	1
LARGE1	LARGE1-226	1
LARGE1	LARGE1-203	1
LARGE1	LARGE1-201	1
LARGE1	LARGE1-202	1
LARGE1	LARGE1-232	1
LARGE1	LARGE1-228	1
LARGE1	LARGE1-204	1
LARGE1	LARGE1-220	1
LARGE1	LARGE1-224	1
LARGE1	LARGE1-208	0
LARGE1	LARGE1-207	0
LARGE1	LARGE1-209	0
LARGE1	LARGE1-210	0
LARGE1	LARGE1-211	1
ISX	ISX-201	1
ISX	ISX-202	1
HMGXB4	HMGXB4-203	0
HMGXB4	HMGXB4-201	1
HMGXB4	HMGXB4-204	0
TOM1	TOM1-219	0
TOM1	TOM1-209	1
TOM1	TOM1-218	0
TOM1	TOM1-212	0
TOM1	TOM1-204	1
TOM1	TOM1-206	1
TOM1	TOM1-201	1
TOM1	TOM1-210	1
TOM1	TOM1-208	0
HMOX1	HMOX1-202	0
HMOX1	HMOX1-201	1
MCM5	MCM5-202	1
MCM5	MCM5-201	1
MCM5	MCM5-203	0
MCM5	MCM5-205	0
RASD2	RASD2-201	1
MB	MB-204	1
MB	MB-202	1
MB	MB-203	1
MB	MB-201	1
MB	MB-205	1
MB	MB-208	0
MB	MB-207	0
MB	MB-210	0
MB	MB-209	0
MB	MB-206	0
APOL6	APOL6-201	1
APOL5	APOL5-201	1
RBFOX2	RBFOX2-205	1
RBFOX2	RBFOX2-209	1
RBFOX2	RBFOX2-207	1
RBFOX2	RBFOX2-210	1
RBFOX2	RBFOX2-201	1
RBFOX2	RBFOX2-203	1
RBFOX2	RBFOX2-202	1
RBFOX2	RBFOX2-208	1
RBFOX2	RBFOX2-214	0
RBFOX2	RBFOX2-212	0
RBFOX2	RBFOX2-206	0
RBFOX2	RBFOX2-204	0
APOL3	APOL3-201	1
APOL3	APOL3-205	1
APOL3	APOL3-202	1
APOL3	APOL3-203	1
APOL3	APOL3-207	1
APOL3	APOL3-218	0
APOL4	APOL4-203	1
APOL4	APOL4-212	1
APOL4	APOL4-202	1
APOL4	APOL4-208	0
APOL4	APOL4-205	0
APOL4	APOL4-204	1
APOL4	APOL4-201	1
APOL4	APOL4-206	0
APOL2	APOL2-202	1
APOL2	APOL2-201	1
APOL2	APOL2-203	1
APOL2	APOL2-209	0
APOL2	APOL2-204	0
APOL1	APOL1-205	1
APOL1	APOL1-206	1
APOL1	APOL1-201	1
APOL1	APOL1-210	0
APOL1	APOL1-207	0
APOL1	APOL1-202	1
APOL1	APOL1-203	1
APOL1	APOL1-209	0
MYH9	MYH9-201	1
MYH9	MYH9-202	1
MYH9	MYH9-203	0
TXN2	TXN2-204	1
TXN2	TXN2-201	1
TXN2	TXN2-202	1
FOXRED2	FOXRED2-204	1
FOXRED2	FOXRED2-201	1
FOXRED2	FOXRED2-203	1
FOXRED2	FOXRED2-205	0
EIF3D	EIF3D-201	1
EIF3D	EIF3D-211	0
EIF3D	EIF3D-203	1
EIF3D	EIF3D-206	0
EIF3D	EIF3D-207	0
EIF3D	EIF3D-202	0
CACNG2	CACNG2-201	1
IFT27	IFT27-201	1
IFT27	IFT27-205	1
IFT27	IFT27-203	0
IFT27	IFT27-204	0
IFT27	IFT27-206	0
PVALB	PVALB-201	1
PVALB	PVALB-203	0
PVALB	PVALB-204	1
PVALB	PVALB-202	1
PVALB	PVALB-205	0
NCF4	NCF4-204	0
NCF4	NCF4-202	1
NCF4	NCF4-201	1
NCF4	NCF4-206	1
NCF4	NCF4-205	1
CSF2RB	CSF2RB-202	1
CSF2RB	CSF2RB-201	1
CSF2RB	CSF2RB-203	1
CSF2RB	CSF2RB-204	0
TEX33	TEX33-204	0
TEX33	TEX33-202	1
TEX33	TEX33-203	1
TEX33	TEX33-201	1
TST	TST-202	1
TST	TST-204	1
